"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"05.01.2004","4,380","4,380","4,380","4,380","0,14%"
"02.01.2004","4,374","4,374","4,374","4,374","2,85%"
"01.01.2004","4,253","4,253","4,253","4,253","0,00%"
"31.12.2003","4,253","4,253","4,253","4,253","-0,16%"
"30.12.2003","4,260","4,260","4,260","4,260","0,38%"
"29.12.2003","4,244","4,244","4,244","4,244","2,19%"
"26.12.2003","4,153","4,153","4,153","4,153","-0,79%"
"24.12.2003","4,186","4,186","4,186","4,186","-1,76%"
"23.12.2003","4,261","4,261","4,261","4,261","2,13%"
"22.12.2003","4,172","4,172","4,172","4,172","0,87%"
"19.12.2003","4,136","4,136","4,136","4,136","0,19%"
"18.12.2003","4,128","4,128","4,128","4,128","-1,34%"
"17.12.2003","4,184","4,184","4,184","4,184","-0,74%"
"16.12.2003","4,215","4,215","4,215","4,215","-1,03%"
"15.12.2003","4,259","4,259","4,259","4,259","0,40%"
"12.12.2003","4,242","4,242","4,242","4,242","0,14%"
"11.12.2003","4,236","4,236","4,236","4,236","-1,92%"
"10.12.2003","4,319","4,319","4,319","4,319","-0,80%"
"09.12.2003","4,354","4,354","4,354","4,354","1,94%"
"08.12.2003","4,271","4,271","4,271","4,271","0,87%"
"05.12.2003","4,234","4,234","4,234","4,234","-3,05%"
"04.12.2003","4,367","4,367","4,367","4,367","-0,82%"
"03.12.2003","4,403","4,403","4,403","4,403","0,50%"
"02.12.2003","4,381","4,381","4,381","4,381","-0,11%"
"01.12.2003","4,386","4,386","4,386","4,386","1,20%"
"28.11.2003","4,334","4,334","4,334","4,334","2,00%"
"26.11.2003","4,249","4,249","4,249","4,249","1,48%"
"25.11.2003","4,187","4,187","4,187","4,187","-1,06%"
"24.11.2003","4,232","4,232","4,232","4,232","1,68%"
"21.11.2003","4,162","4,162","4,162","4,162","0,12%"
"20.11.2003","4,157","4,157","4,157","4,157","-1,93%"
"19.11.2003","4,239","4,239","4,239","4,239","2,24%"
"18.11.2003","4,146","4,146","4,146","4,146","-1,24%"
"17.11.2003","4,198","4,198","4,198","4,198","-0,59%"
"14.11.2003","4,223","4,223","4,223","4,223","-1,17%"
"13.11.2003","4,273","4,273","4,273","4,273","-2,93%"
"12.11.2003","4,402","4,402","4,402","4,402","-0,63%"
"11.11.2003","4,430","4,430","4,430","4,430","-0,32%"
"10.11.2003","4,444","4,444","4,444","4,444","0,07%"
"07.11.2003","4,441","4,441","4,441","4,441","0,66%"
"06.11.2003","4,412","4,412","4,412","4,412","1,33%"
"05.11.2003","4,354","4,354","4,354","4,354","1,28%"
"04.11.2003","4,299","4,299","4,299","4,299","-1,04%"
"03.11.2003","4,344","4,344","4,344","4,344","1,09%"
"31.10.2003","4,297","4,297","4,297","4,297","-1,17%"
"30.10.2003","4,348","4,348","4,348","4,348","1,02%"
"29.10.2003","4,304","4,304","4,304","4,304","2,99%"
"28.10.2003","4,179","4,179","4,179","4,179","-2,29%"
"27.10.2003","4,277","4,277","4,277","4,277","0,61%"
"24.10.2003","4,251","4,251","4,251","4,251","-1,55%"
"23.10.2003","4,318","4,318","4,318","4,318","1,50%"
"22.10.2003","4,254","4,254","4,254","4,254","-2,12%"
"21.10.2003","4,346","4,346","4,346","4,346","-0,93%"
"20.10.2003","4,387","4,387","4,387","4,387","-0,16%"
"17.10.2003","4,394","4,394","4,394","4,394","-1,52%"
"16.10.2003","4,462","4,462","4,462","4,462","1,39%"
"15.10.2003","4,401","4,401","4,401","4,401","1,24%"
"14.10.2003","4,347","4,347","4,347","4,347","1,83%"
"13.10.2003","4,269","4,269","4,269","4,269","0,33%"
"10.10.2003","4,255","4,255","4,255","4,255","-0,91%"
"09.10.2003","4,294","4,294","4,294","4,294","1,30%"
"08.10.2003","4,239","4,239","4,239","4,239","-0,52%"
"07.10.2003","4,261","4,261","4,261","4,261","2,13%"
"06.10.2003","4,172","4,172","4,172","4,172","-0,67%"
"03.10.2003","4,200","4,200","4,200","4,200","5,11%"
"02.10.2003","3,996","3,996","3,996","3,996","1,58%"
"01.10.2003","3,934","3,934","3,934","3,934","-0,15%"
"30.09.2003","3,940","3,940","3,940","3,940","-3,43%"
"29.09.2003","4,080","4,080","4,080","4,080","2,00%"
"26.09.2003","4,000","4,000","4,000","4,000","-2,20%"
"25.09.2003","4,090","4,090","4,090","4,090","-1,21%"
"24.09.2003","4,140","4,140","4,140","4,140","-1,66%"
"23.09.2003","4,210","4,210","4,210","4,210","0,00%"
"22.09.2003","4,210","4,210","4,210","4,210","1,20%"
"19.09.2003","4,160","4,160","4,160","4,160","0,00%"
"18.09.2003","4,160","4,160","4,160","4,160","-0,48%"
"17.09.2003","4,180","4,180","4,180","4,180","-2,34%"
"16.09.2003","4,280","4,280","4,280","4,280","0,23%"
"15.09.2003","4,270","4,270","4,270","4,270","0,47%"
"12.09.2003","4,250","4,250","4,250","4,250","-1,62%"
"11.09.2003","4,320","4,320","4,320","4,320","1,17%"
"10.09.2003","4,270","4,270","4,270","4,270","-2,06%"
"09.09.2003","4,360","4,360","4,360","4,360","-1,58%"
"08.09.2003","4,430","4,430","4,430","4,430","1,84%"
"05.09.2003","4,350","4,350","4,350","4,350","-3,55%"
"04.09.2003","4,510","4,510","4,510","4,510","-1,96%"
"03.09.2003","4,600","4,600","4,600","4,600","-0,22%"
"02.09.2003","4,610","4,610","4,610","4,610","3,41%"
"01.09.2003","4,458","4,458","4,458","4,458","-0,27%"
"29.08.2003","4,470","4,470","4,470","4,470","1,13%"
"28.08.2003","4,420","4,420","4,420","4,420","-2,64%"
"27.08.2003","4,540","4,540","4,540","4,540","1,34%"
"26.08.2003","4,480","4,480","4,480","4,480","-1,10%"
"25.08.2003","4,530","4,530","4,530","4,530","1,12%"
"22.08.2003","4,480","4,480","4,480","4,480","0,00%"
"21.08.2003","4,480","4,480","4,480","4,480","0,90%"
"20.08.2003","4,440","4,440","4,440","4,440","1,60%"
"19.08.2003","4,370","4,370","4,370","4,370","-2,02%"
"18.08.2003","4,460","4,460","4,460","4,460","-1,55%"
"15.08.2003","4,530","4,530","4,530","4,530","1,57%"
"14.08.2003","4,460","4,460","4,460","4,460","-2,19%"
"13.08.2003","4,560","4,560","4,560","4,560","2,93%"
"12.08.2003","4,430","4,430","4,430","4,430","1,61%"
"11.08.2003","4,360","4,360","4,360","4,360","2,11%"
"08.08.2003","4,270","4,270","4,270","4,270","2,15%"
"07.08.2003","4,180","4,180","4,180","4,180","-2,11%"
"06.08.2003","4,270","4,270","4,270","4,270","-2,95%"
"05.08.2003","4,400","4,400","4,400","4,400","2,56%"
"04.08.2003","4,290","4,290","4,290","4,290","-2,28%"
"01.08.2003","4,390","4,390","4,390","4,390","-0,45%"
"31.07.2003","4,410","4,410","4,410","4,410","2,34%"
"30.07.2003","4,309","4,309","4,309","4,309","-2,97%"
"29.07.2003","4,441","4,441","4,441","4,441","3,64%"
"28.07.2003","4,285","4,285","4,285","4,285","2,56%"
"25.07.2003","4,178","4,178","4,178","4,178","0,26%"
"24.07.2003","4,167","4,167","4,167","4,167","1,46%"
"23.07.2003","4,107","4,107","4,107","4,107","-0,44%"
"22.07.2003","4,125","4,125","4,125","4,125","-2,02%"
"21.07.2003","4,210","4,210","4,210","4,210","5,20%"
"18.07.2003","4,002","4,002","4,002","4,002","2,01%"
"17.07.2003","3,923","3,923","3,923","3,923","0,05%"
"16.07.2003","3,921","3,921","3,921","3,921","-1,53%"
"15.07.2003","3,982","3,982","3,982","3,982","6,90%"
"14.07.2003","3,725","3,725","3,725","3,725","2,65%"
"11.07.2003","3,629","3,629","3,629","3,629","-0,71%"
"10.07.2003","3,655","3,655","3,655","3,655","-0,76%"
"09.07.2003","3,683","3,683","3,683","3,683","-0,97%"
"08.07.2003","3,719","3,719","3,719","3,719","-0,46%"
"07.07.2003","3,736","3,736","3,736","3,736","2,22%"
"03.07.2003","3,655","3,655","3,655","3,655","3,34%"
"02.07.2003","3,537","3,537","3,537","3,537","-0,37%"
"01.07.2003","3,550","3,550","3,550","3,550","0,97%"
"30.06.2003","3,516","3,516","3,516","3,516","-0,82%"
"27.06.2003","3,545","3,545","3,545","3,545","-0,06%"
"26.06.2003","3,547","3,547","3,547","3,547","4,17%"
"25.06.2003","3,405","3,405","3,405","3,405","4,70%"
"24.06.2003","3,252","3,252","3,252","3,252","-1,84%"
"23.06.2003","3,313","3,313","3,313","3,313","-1,60%"
"20.06.2003","3,367","3,367","3,367","3,367","0,78%"
"19.06.2003","3,341","3,341","3,341","3,341","-0,68%"
"18.06.2003","3,364","3,364","3,364","3,364","3,06%"
"17.06.2003","3,264","3,264","3,264","3,264","2,84%"
"16.06.2003","3,174","3,174","3,174","3,174","1,86%"
"13.06.2003","3,116","3,116","3,116","3,116","-1,58%"
"12.06.2003","3,166","3,166","3,166","3,166","-1,46%"
"11.06.2003","3,213","3,213","3,213","3,213","0,63%"
"10.06.2003","3,193","3,193","3,193","3,193","-2,62%"
"09.06.2003","3,279","3,279","3,279","3,279","-2,24%"
"06.06.2003","3,354","3,354","3,354","3,354","0,27%"
"05.06.2003","3,345","3,345","3,345","3,345","1,52%"
"04.06.2003","3,295","3,295","3,295","3,295","-1,11%"
"03.06.2003","3,332","3,332","3,332","3,332","-2,34%"
"02.06.2003","3,412","3,412","3,412","3,412","1,16%"
"30.05.2003","3,373","3,373","3,373","3,373","1,08%"
"29.05.2003","3,337","3,337","3,337","3,337","-2,60%"
"28.05.2003","3,426","3,426","3,426","3,426","0,23%"
"27.05.2003","3,418","3,418","3,418","3,418","2,49%"
"23.05.2003","3,335","3,335","3,335","3,335","0,57%"
"22.05.2003","3,316","3,316","3,316","3,316","-2,44%"
"21.05.2003","3,399","3,399","3,399","3,399","1,25%"
"20.05.2003","3,357","3,357","3,357","3,357","-3,76%"
"19.05.2003","3,488","3,488","3,488","3,488","1,96%"
"16.05.2003","3,421","3,421","3,421","3,421","-3,17%"
"15.05.2003","3,533","3,533","3,533","3,533","0,28%"
"14.05.2003","3,523","3,523","3,523","3,523","-2,36%"
"13.05.2003","3,608","3,608","3,608","3,608","-0,85%"
"12.05.2003","3,639","3,639","3,639","3,639","-1,17%"
"09.05.2003","3,682","3,682","3,682","3,682","6,60%"
"08.05.2003","3,454","3,454","3,454","3,454","-6,09%"
"07.05.2003","3,678","3,678","3,678","3,678","-2,90%"
"06.05.2003","3,788","3,788","3,788","3,788","-2,57%"
"05.05.2003","3,888","3,888","3,888","3,888","-0,99%"
"02.05.2003","3,927","3,927","3,927","3,927","2,19%"
"01.05.2003","3,843","3,843","3,843","3,843","0,08%"
"30.04.2003","3,840","3,840","3,840","3,840","-2,31%"
"29.04.2003","3,931","3,931","3,931","3,931","0,69%"
"28.04.2003","3,904","3,904","3,904","3,904","0,36%"
"25.04.2003","3,890","3,890","3,890","3,890","-0,92%"
"24.04.2003","3,926","3,926","3,926","3,926","-1,33%"
"23.04.2003","3,979","3,979","3,979","3,979","0,30%"
"22.04.2003","3,967","3,967","3,967","3,967","-0,50%"
"21.04.2003","3,987","3,987","3,987","3,987","0,71%"
"17.04.2003","3,959","3,959","3,959","3,959","0,41%"
"16.04.2003","3,943","3,943","3,943","3,943","-1,18%"
"15.04.2003","3,990","3,990","3,990","3,990","-0,65%"
"14.04.2003","4,016","4,016","4,016","4,016","1,06%"
"11.04.2003","3,974","3,974","3,974","3,974","0,84%"
"10.04.2003","3,941","3,941","3,941","3,941","1,10%"
"09.04.2003","3,898","3,898","3,898","3,898","-0,99%"
"08.04.2003","3,937","3,937","3,937","3,937","-1,08%"
"07.04.2003","3,980","3,980","3,980","3,980","0,63%"
"04.04.2003","3,955","3,955","3,955","3,955","1,07%"
"03.04.2003","3,913","3,913","3,913","3,913","-0,46%"
"02.04.2003","3,931","3,931","3,931","3,931","3,18%"
"01.04.2003","3,810","3,810","3,810","3,810","0,21%"
"31.03.2003","3,802","3,802","3,802","3,802","-2,59%"
"28.03.2003","3,903","3,903","3,903","3,903","-0,59%"
"27.03.2003","3,926","3,926","3,926","3,926","-0,23%"
"26.03.2003","3,935","3,935","3,935","3,935","-0,23%"
"25.03.2003","3,944","3,944","3,944","3,944","-0,63%"
"24.03.2003","3,969","3,969","3,969","3,969","-3,38%"
"21.03.2003","4,108","4,108","4,108","4,108","3,87%"
"20.03.2003","3,955","3,955","3,955","3,955","-0,78%"
"19.03.2003","3,986","3,986","3,986","3,986","2,00%"
"18.03.2003","3,908","3,908","3,908","3,908","1,77%"
"17.03.2003","3,840","3,840","3,840","3,840","3,76%"
"14.03.2003","3,701","3,701","3,701","3,701","-1,31%"
"13.03.2003","3,750","3,750","3,750","3,750","4,57%"
"12.03.2003","3,586","3,586","3,586","3,586","0,11%"
"11.03.2003","3,582","3,582","3,582","3,582","0,51%"
"10.03.2003","3,564","3,564","3,564","3,564","-2,20%"
"07.03.2003","3,644","3,644","3,644","3,644","-0,27%"
"06.03.2003","3,654","3,654","3,654","3,654","0,63%"
"05.03.2003","3,631","3,631","3,631","3,631","-0,47%"
"04.03.2003","3,648","3,648","3,648","3,648","-0,73%"
"03.03.2003","3,675","3,675","3,675","3,675","-0,46%"
"28.02.2003","3,692","3,692","3,692","3,692","-1,26%"
"27.02.2003","3,739","3,739","3,739","3,739","-0,72%"
"26.02.2003","3,766","3,766","3,766","3,766","-1,41%"
"25.02.2003","3,820","3,820","3,820","3,820","-0,78%"
"24.02.2003","3,850","3,850","3,850","3,850","-1,10%"
"21.02.2003","3,893","3,893","3,893","3,893","0,62%"
"20.02.2003","3,869","3,869","3,869","3,869","-0,41%"
"19.02.2003","3,885","3,885","3,885","3,885","-1,67%"
"18.02.2003","3,951","3,951","3,951","3,951","-0,30%"
"14.02.2003","3,963","3,963","3,963","3,963","1,98%"
"13.02.2003","3,886","3,886","3,886","3,886","-0,69%"
"12.02.2003","3,913","3,913","3,913","3,913","-1,16%"
"11.02.2003","3,959","3,959","3,959","3,959","-0,28%"
"10.02.2003","3,970","3,970","3,970","3,970","0,97%"
"07.02.2003","3,932","3,932","3,932","3,932","-0,35%"
"06.02.2003","3,946","3,946","3,946","3,946","-1,40%"
"05.02.2003","4,002","4,002","4,002","4,002","1,91%"
"04.02.2003","3,927","3,927","3,927","3,927","-1,78%"
"03.02.2003","3,998","3,998","3,998","3,998","0,81%"
"31.01.2003","3,966","3,966","3,966","3,966","-0,13%"
"30.01.2003","3,971","3,971","3,971","3,971","-1,29%"
"29.01.2003","4,023","4,023","4,023","4,023","1,26%"
"28.01.2003","3,973","3,973","3,973","3,973","0,18%"
"27.01.2003","3,966","3,966","3,966","3,966","0,74%"
"24.01.2003","3,937","3,937","3,937","3,937","-0,10%"
"23.01.2003","3,941","3,941","3,941","3,941","0,66%"
"22.01.2003","3,915","3,915","3,915","3,915","-1,46%"
"21.01.2003","3,973","3,973","3,973","3,973","-1,10%"
"17.01.2003","4,017","4,017","4,017","4,017","-1,62%"
"16.01.2003","4,083","4,083","4,083","4,083","0,54%"
"15.01.2003","4,061","4,061","4,061","4,061","-0,49%"
"14.01.2003","4,081","4,081","4,081","4,081","-1,02%"
"13.01.2003","4,123","4,123","4,123","4,123","-0,41%"
"10.01.2003","4,140","4,140","4,140","4,140","-0,81%"
"09.01.2003","4,174","4,174","4,174","4,174","3,81%"
"08.01.2003","4,021","4,021","4,021","4,021","0,32%"
"07.01.2003","4,008","4,008","4,008","4,008","-1,16%"
"06.01.2003","4,055","4,055","4,055","4,055","0,90%"
"03.01.2003","4,019","4,019","4,019","4,019","-0,30%"
"02.01.2003","4,031","4,031","4,031","4,031","5,58%"
"31.12.2002","3,818","3,818","3,818","3,818","0,69%"
"30.12.2002","3,792","3,792","3,792","3,792","-0,50%"
"27.12.2002","3,811","3,811","3,811","3,811","-2,51%"
"26.12.2002","3,909","3,909","3,909","3,909","-0,96%"
"24.12.2002","3,947","3,947","3,947","3,947","-0,55%"
"23.12.2002","3,969","3,969","3,969","3,969","0,13%"
"20.12.2002","3,964","3,964","3,964","3,964","0,58%"
"19.12.2002","3,941","3,941","3,941","3,941","-2,40%"
"18.12.2002","4,038","4,038","4,038","4,038","-2,09%"
"17.12.2002","4,124","4,124","4,124","4,124","-0,87%"
"16.12.2002","4,160","4,160","4,160","4,160","2,19%"
"13.12.2002","4,071","4,071","4,071","4,071","1,12%"
"12.12.2002","4,026","4,026","4,026","4,026","0,02%"
"11.12.2002","4,025","4,025","4,025","4,025","-0,76%"
"10.12.2002","4,056","4,056","4,056","4,056","0,47%"
"09.12.2002","4,037","4,037","4,037","4,037","-1,27%"
"06.12.2002","4,089","4,089","4,089","4,089","-1,16%"
"05.12.2002","4,137","4,137","4,137","4,137","-0,36%"
"04.12.2002","4,152","4,152","4,152","4,152","-1,24%"
"03.12.2002","4,204","4,204","4,204","4,204","-0,64%"
"02.12.2002","4,231","4,231","4,231","4,231","0,47%"
"29.11.2002","4,211","4,211","4,211","4,211","-1,08%"
"27.11.2002","4,257","4,257","4,257","4,257","4,59%"
"26.11.2002","4,070","4,070","4,070","4,070","-2,56%"
"25.11.2002","4,177","4,177","4,177","4,177","-0,14%"
"22.11.2002","4,183","4,183","4,183","4,183","0,65%"
"21.11.2002","4,156","4,156","4,156","4,156","2,36%"
"20.11.2002","4,060","4,060","4,060","4,060","1,93%"
"19.11.2002","3,983","3,983","3,983","3,983","-0,15%"
"18.11.2002","3,989","3,989","3,989","3,989","-1,07%"
"15.11.2002","4,032","4,032","4,032","4,032","-0,74%"
"14.11.2002","4,062","4,062","4,062","4,062","5,75%"
"13.11.2002","3,841","3,841","3,841","3,841","-0,26%"
"12.11.2002","3,851","3,851","3,851","3,851","0,21%"
"11.11.2002","3,843","3,843","3,843","3,843","0,00%"
"08.11.2002","3,843","3,843","3,843","3,843","-1,00%"
"07.11.2002","3,882","3,882","3,882","3,882","-3,72%"
"06.11.2002","4,032","4,032","4,032","4,032","-1,01%"
"05.11.2002","4,073","4,073","4,073","4,073","0,69%"
"04.11.2002","4,045","4,045","4,045","4,045","1,00%"
"01.11.2002","4,005","4,005","4,005","4,005","2,82%"
"31.10.2002","3,895","3,895","3,895","3,895","-1,72%"
"30.10.2002","3,963","3,963","3,963","3,963","0,56%"
"29.10.2002","3,941","3,941","3,941","3,941","-3,62%"
"28.10.2002","4,089","4,089","4,089","4,089","-0,20%"
"25.10.2002","4,097","4,097","4,097","4,097","-0,51%"
"24.10.2002","4,118","4,118","4,118","4,118","-2,62%"
"23.10.2002","4,229","4,229","4,229","4,229","-0,75%"
"22.10.2002","4,261","4,261","4,261","4,261","0,12%"
"21.10.2002","4,256","4,256","4,256","4,256","3,58%"
"18.10.2002","4,109","4,109","4,109","4,109","-2,21%"
"17.10.2002","4,202","4,202","4,202","4,202","3,83%"
"16.10.2002","4,047","4,047","4,047","4,047","1,33%"
"15.10.2002","3,994","3,994","3,994","3,994","4,99%"
"14.10.2002","3,804","3,804","3,804","3,804","0,00%"
"11.10.2002","3,804","3,804","3,804","3,804","3,96%"
"10.10.2002","3,659","3,659","3,659","3,659","2,49%"
"09.10.2002","3,570","3,570","3,570","3,570","-1,76%"
"08.10.2002","3,634","3,634","3,634","3,634","0,53%"
"07.10.2002","3,615","3,615","3,615","3,615","-1,47%"
"04.10.2002","3,669","3,669","3,669","3,669","-0,52%"
"03.10.2002","3,688","3,688","3,688","3,688","0,46%"
"02.10.2002","3,671","3,671","3,671","3,671","-1,24%"
"01.10.2002","3,717","3,717","3,717","3,717","3,25%"
"30.09.2002","3,600","3,600","3,600","3,600","-1,72%"
"27.09.2002","3,663","3,663","3,663","3,663","-2,94%"
"26.09.2002","3,774","3,774","3,774","3,774","0,56%"
"25.09.2002","3,753","3,753","3,753","3,753","2,91%"
"24.09.2002","3,647","3,647","3,647","3,647","-1,30%"
"23.09.2002","3,695","3,695","3,695","3,695","-2,35%"
"20.09.2002","3,784","3,784","3,784","3,784","0,11%"
"19.09.2002","3,780","3,780","3,780","3,780","-1,61%"
"18.09.2002","3,842","3,842","3,842","3,842","0,55%"
"17.09.2002","3,821","3,821","3,821","3,821","-2,35%"
"16.09.2002","3,913","3,913","3,913","3,913","0,13%"
"13.09.2002","3,908","3,908","3,908","3,908","-1,41%"
"12.09.2002","3,964","3,964","3,964","3,964","-2,39%"
"11.09.2002","4,061","4,061","4,061","4,061","1,65%"
"10.09.2002","3,995","3,995","3,995","3,995","-1,60%"
"09.09.2002","4,060","4,060","4,060","4,060","1,12%"
"06.09.2002","4,015","4,015","4,015","4,015","2,14%"
"05.09.2002","3,931","3,931","3,931","3,931","-0,81%"
"04.09.2002","3,963","3,963","3,963","3,963","-0,05%"
"03.09.2002","3,965","3,965","3,965","3,965","-4,00%"
"30.08.2002","4,130","4,130","4,130","4,130","-0,29%"
"29.08.2002","4,142","4,142","4,142","4,142","-1,71%"
"28.08.2002","4,214","4,214","4,214","4,214","-1,50%"
"27.08.2002","4,278","4,278","4,278","4,278","1,11%"
"26.08.2002","4,231","4,231","4,231","4,231","-0,17%"
"23.08.2002","4,238","4,238","4,238","4,238","-1,90%"
"22.08.2002","4,320","4,320","4,320","4,320","2,81%"
"21.08.2002","4,202","4,202","4,202","4,202","1,23%"
"20.08.2002","4,151","4,151","4,151","4,151","-3,15%"
"19.08.2002","4,286","4,286","4,286","4,286","-0,95%"
"16.08.2002","4,327","4,327","4,327","4,327","3,44%"
"15.08.2002","4,183","4,183","4,183","4,183","1,50%"
"14.08.2002","4,121","4,121","4,121","4,121","0,81%"
"13.08.2002","4,088","4,088","4,088","4,088","-2,97%"
"12.08.2002","4,213","4,213","4,213","4,213","-1,06%"
"09.08.2002","4,258","4,258","4,258","4,258","-3,16%"
"08.08.2002","4,397","4,397","4,397","4,397","2,11%"
"07.08.2002","4,306","4,306","4,306","4,306","-0,58%"
"06.08.2002","4,331","4,331","4,331","4,331","2,90%"
"05.08.2002","4,209","4,209","4,209","4,209","-2,00%"
"02.08.2002","4,295","4,295","4,295","4,295","-2,23%"
"01.08.2002","4,393","4,393","4,393","4,393","-1,48%"
"31.07.2002","4,459","4,459","4,459","4,459","-2,81%"
"30.07.2002","4,588","4,588","4,588","4,588","0,53%"
"29.07.2002","4,564","4,564","4,564","4,564","4,06%"
"26.07.2002","4,386","4,386","4,386","4,386","0,07%"
"25.07.2002","4,383","4,383","4,383","4,383","-1,70%"
"24.07.2002","4,459","4,459","4,459","4,459","1,16%"
"23.07.2002","4,408","4,408","4,408","4,408","-0,85%"
"22.07.2002","4,446","4,446","4,446","4,446","-1,59%"
"19.07.2002","4,518","4,518","4,518","4,518","-2,08%"
"18.07.2002","4,614","4,614","4,614","4,614","-1,54%"
"17.07.2002","4,686","4,686","4,686","4,686","0,04%"
"16.07.2002","4,684","4,684","4,684","4,684","1,21%"
"15.07.2002","4,628","4,628","4,628","4,628","1,18%"
"12.07.2002","4,574","4,574","4,574","4,574","-1,38%"
"11.07.2002","4,638","4,638","4,638","4,638","0,45%"
"10.07.2002","4,617","4,617","4,617","4,617","-2,39%"
"09.07.2002","4,730","4,730","4,730","4,730","-1,42%"
"08.07.2002","4,798","4,798","4,798","4,798","-1,32%"
"05.07.2002","4,862","4,862","4,862","4,862","2,19%"
"03.07.2002","4,758","4,758","4,758","4,758","0,59%"
