"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"14.05.2002","5,280","5,280","5,280","5,280","1,09%"
"13.05.2002","5,223","5,223","5,223","5,223","2,03%"
"10.05.2002","5,119","5,119","5,119","5,119","-0,91%"
"09.05.2002","5,166","5,166","5,166","5,166","-1,02%"
"08.05.2002","5,219","5,219","5,219","5,219","3,20%"
"07.05.2002","5,057","5,057","5,057","5,057","-0,20%"
"06.05.2002","5,067","5,067","5,067","5,067","0,22%"
"03.05.2002","5,056","5,056","5,056","5,056","-0,78%"
"02.05.2002","5,096","5,096","5,096","5,096","0,75%"
"01.05.2002","5,058","5,058","5,058","5,058","-0,61%"
"30.04.2002","5,089","5,089","5,089","5,089","-0,61%"
"29.04.2002","5,120","5,120","5,120","5,120","1,23%"
"26.04.2002","5,058","5,058","5,058","5,058","-0,75%"
"25.04.2002","5,096","5,096","5,096","5,096","-0,35%"
"24.04.2002","5,114","5,114","5,114","5,114","-0,97%"
"23.04.2002","5,164","5,164","5,164","5,164","-0,27%"
"22.04.2002","5,178","5,178","5,178","5,178","-0,44%"
"19.04.2002","5,201","5,201","5,201","5,201","0,04%"
"18.04.2002","5,199","5,199","5,199","5,199","-0,63%"
"17.04.2002","5,232","5,232","5,232","5,232","0,77%"
"16.04.2002","5,192","5,192","5,192","5,192","1,05%"
"15.04.2002","5,138","5,138","5,138","5,138","-0,37%"
"12.04.2002","5,157","5,157","5,157","5,157","-1,00%"
"11.04.2002","5,209","5,209","5,209","5,209","-0,55%"
"10.04.2002","5,238","5,238","5,238","5,238","0,67%"
"09.04.2002","5,203","5,203","5,203","5,203","-1,14%"
"08.04.2002","5,263","5,263","5,263","5,263","1,08%"
"05.04.2002","5,207","5,207","5,207","5,207","-1,01%"
"04.04.2002","5,260","5,260","5,260","5,260","-0,38%"
"03.04.2002","5,280","5,280","5,280","5,280","-1,16%"
"02.04.2002","5,342","5,342","5,342","5,342","-1,55%"
"01.04.2002","5,426","5,426","5,426","5,426","0,37%"
"28.03.2002","5,406","5,406","5,406","5,406","1,18%"
"27.03.2002","5,343","5,343","5,343","5,343","0,00%"
"26.03.2002","5,343","5,343","5,343","5,343","-1,18%"
"25.03.2002","5,407","5,407","5,407","5,407","0,07%"
"22.03.2002","5,403","5,403","5,403","5,403","0,69%"
"21.03.2002","5,366","5,366","5,366","5,366","-0,74%"
"20.03.2002","5,406","5,406","5,406","5,406","2,21%"
"19.03.2002","5,289","5,289","5,289","5,289","-0,23%"
"18.03.2002","5,301","5,301","5,301","5,301","-0,60%"
"15.03.2002","5,333","5,333","5,333","5,333","-1,42%"
"14.03.2002","5,410","5,410","5,410","5,410","2,48%"
"13.03.2002","5,279","5,279","5,279","5,279","-0,60%"
"12.03.2002","5,311","5,311","5,311","5,311","-0,19%"
"11.03.2002","5,321","5,321","5,321","5,321","-0,08%"
"08.03.2002","5,325","5,325","5,325","5,325","1,84%"
"07.03.2002","5,229","5,229","5,229","5,229","3,50%"
"06.03.2002","5,052","5,052","5,052","5,052","0,94%"
"05.03.2002","5,005","5,005","5,005","5,005","0,12%"
"04.03.2002","4,999","4,999","4,999","4,999","0,30%"
"01.03.2002","4,984","4,984","4,984","4,984","2,26%"
"28.02.2002","4,874","4,874","4,874","4,874","0,85%"
"27.02.2002","4,833","4,833","4,833","4,833","-1,99%"
"26.02.2002","4,931","4,931","4,931","4,931","1,61%"
"25.02.2002","4,853","4,853","4,853","4,853","0,37%"
"22.02.2002","4,835","4,835","4,835","4,835","-0,49%"
"21.02.2002","4,859","4,859","4,859","4,859","-0,65%"
"20.02.2002","4,891","4,891","4,891","4,891","0,41%"
"19.02.2002","4,871","4,871","4,871","4,871","0,16%"
"15.02.2002","4,863","4,863","4,863","4,863","-1,68%"
"14.02.2002","4,946","4,946","4,946","4,946","-0,92%"
"13.02.2002","4,992","4,992","4,992","4,992","0,28%"
"12.02.2002","4,978","4,978","4,978","4,978","1,26%"
"11.02.2002","4,916","4,916","4,916","4,916","0,72%"
"08.02.2002","4,881","4,881","4,881","4,881","-0,93%"
"07.02.2002","4,927","4,927","4,927","4,927","0,00%"
"06.02.2002","4,927","4,927","4,927","4,927","0,63%"
"05.02.2002","4,896","4,896","4,896","4,896","-0,22%"
"04.02.2002","4,907","4,907","4,907","4,907","-1,54%"
"01.02.2002","4,984","4,984","4,984","4,984","-1,23%"
"31.01.2002","5,046","5,046","5,046","5,046","0,66%"
"30.01.2002","5,013","5,013","5,013","5,013","1,48%"
"29.01.2002","4,940","4,940","4,940","4,940","-2,66%"
"28.01.2002","5,075","5,075","5,075","5,075","0,12%"
"25.01.2002","5,069","5,069","5,069","5,069","1,28%"
"24.01.2002","5,005","5,005","5,005","5,005","-0,46%"
"23.01.2002","5,028","5,028","5,028","5,028","2,22%"
"22.01.2002","4,919","4,919","4,919","4,919","0,53%"
"18.01.2002","4,893","4,893","4,893","4,893","-0,77%"
"17.01.2002","4,931","4,931","4,931","4,931","1,86%"
"16.01.2002","4,841","4,841","4,841","4,841","-0,08%"
"15.01.2002","4,845","4,845","4,845","4,845","-0,80%"
"14.01.2002","4,884","4,884","4,884","4,884","0,25%"
"11.01.2002","4,872","4,872","4,872","4,872","-2,07%"
"10.01.2002","4,975","4,975","4,975","4,975","-1,45%"
"09.01.2002","5,048","5,048","5,048","5,048","-0,69%"
"08.01.2002","5,083","5,083","5,083","5,083","0,67%"
"07.01.2002","5,049","5,049","5,049","5,049","-1,48%"
"04.01.2002","5,125","5,125","5,125","5,125","0,27%"
"03.01.2002","5,111","5,111","5,111","5,111","-0,95%"
"02.01.2002","5,160","5,160","5,160","5,160","2,60%"
"31.12.2001","5,029","5,029","5,029","5,029","-1,64%"
"28.12.2001","5,113","5,113","5,113","5,113","0,81%"
"27.12.2001","5,072","5,072","5,072","5,072","-2,46%"
"26.12.2001","5,200","5,200","5,200","5,200","1,17%"
"24.12.2001","5,140","5,140","5,140","5,140","1,06%"
"21.12.2001","5,086","5,086","5,086","5,086","0,99%"
"20.12.2001","5,036","5,036","5,036","5,036","-0,12%"
"19.12.2001","5,042","5,042","5,042","5,042","-1,70%"
"18.12.2001","5,129","5,129","5,129","5,129","-1,06%"
"17.12.2001","5,184","5,184","5,184","5,184","-0,12%"
"14.12.2001","5,190","5,190","5,190","5,190","2,29%"
"13.12.2001","5,074","5,074","5,074","5,074","1,28%"
"12.12.2001","5,010","5,010","5,010","5,010","-0,95%"
"11.12.2001","5,058","5,058","5,058","5,058","-0,90%"
"10.12.2001","5,104","5,104","5,104","5,104","-1,18%"
"07.12.2001","5,165","5,165","5,165","5,165","3,07%"
"06.12.2001","5,011","5,011","5,011","5,011","2,18%"
"05.12.2001","4,904","4,904","4,904","4,904","5,08%"
"04.12.2001","4,667","4,667","4,667","4,667","-0,51%"
"03.12.2001","4,691","4,691","4,691","4,691","-1,33%"
"30.11.2001","4,754","4,754","4,754","4,754","-0,23%"
"29.11.2001","4,765","4,765","4,765","4,765","-3,33%"
"28.11.2001","4,929","4,929","4,929","4,929","0,06%"
"27.11.2001","4,926","4,926","4,926","4,926","-1,79%"
"26.11.2001","5,016","5,016","5,016","5,016","0,10%"
"23.11.2001","5,011","5,011","5,011","5,011","0,99%"
"21.11.2001","4,962","4,962","4,962","4,962","1,99%"
"20.11.2001","4,865","4,865","4,865","4,865","1,27%"
"19.11.2001","4,804","4,804","4,804","4,804","-0,91%"
"16.11.2001","4,848","4,848","4,848","4,848","1,34%"
"15.11.2001","4,784","4,784","4,784","4,784","5,65%"
"14.11.2001","4,528","4,528","4,528","4,528","3,36%"
"13.11.2001","4,381","4,381","4,381","4,381","1,62%"
"09.11.2001","4,311","4,311","4,311","4,311","0,49%"
"08.11.2001","4,290","4,290","4,290","4,290","2,46%"
"07.11.2001","4,187","4,187","4,187","4,187","-1,78%"
"06.11.2001","4,263","4,263","4,263","4,263","-1,11%"
"05.11.2001","4,311","4,311","4,311","4,311","-1,21%"
"02.11.2001","4,364","4,364","4,364","4,364","3,02%"
"01.11.2001","4,236","4,236","4,236","4,236","-0,19%"
"31.10.2001","4,244","4,244","4,244","4,244","-3,89%"
"30.10.2001","4,416","4,416","4,416","4,416","-1,56%"
"29.10.2001","4,486","4,486","4,486","4,486","-0,77%"
"26.10.2001","4,521","4,521","4,521","4,521","-0,62%"
"25.10.2001","4,549","4,549","4,549","4,549","-1,02%"
"24.10.2001","4,596","4,596","4,596","4,596","-1,14%"
"23.10.2001","4,649","4,649","4,649","4,649","0,17%"
"22.10.2001","4,641","4,641","4,641","4,641","0,45%"
"19.10.2001","4,620","4,620","4,620","4,620","0,94%"
"18.10.2001","4,577","4,577","4,577","4,577","0,18%"
"17.10.2001","4,569","4,569","4,569","4,569","0,09%"
"16.10.2001","4,565","4,565","4,565","4,565","-0,85%"
"15.10.2001","4,604","4,604","4,604","4,604","-1,52%"
"12.10.2001","4,675","4,675","4,675","4,675","0,15%"
"11.10.2001","4,668","4,668","4,668","4,668","1,41%"
"10.10.2001","4,603","4,603","4,603","4,603","0,17%"
"09.10.2001","4,595","4,595","4,595","4,595","2,02%"
"08.10.2001","4,504","4,504","4,504","4,504","-0,09%"
"05.10.2001","4,508","4,508","4,508","4,508","0,09%"
"04.10.2001","4,504","4,504","4,504","4,504","0,76%"
"03.10.2001","4,470","4,470","4,470","4,470","-0,84%"
"02.10.2001","4,508","4,508","4,508","4,508","-0,75%"
"01.10.2001","4,542","4,542","4,542","4,542","-1,05%"
"28.09.2001","4,590","4,590","4,590","4,590","0,68%"
"27.09.2001","4,559","4,559","4,559","4,559","-1,64%"
"26.09.2001","4,635","4,635","4,635","4,635","-1,59%"
"25.09.2001","4,710","4,710","4,710","4,710","-0,21%"
"24.09.2001","4,720","4,720","4,720","4,720","0,62%"
"21.09.2001","4,691","4,691","4,691","4,691","-1,16%"
"20.09.2001","4,746","4,746","4,746","4,746","1,04%"
"19.09.2001","4,697","4,697","4,697","4,697","-0,57%"
"18.09.2001","4,724","4,724","4,724","4,724","2,21%"
"17.09.2001","4,622","4,622","4,622","4,622","1,36%"
"14.09.2001","4,560","4,560","4,560","4,560","-1,62%"
"13.09.2001","4,635","4,635","4,635","4,635","-2,67%"
"11.09.2001","4,762","4,762","4,762","4,762","-1,65%"
"10.09.2001","4,842","4,842","4,842","4,842","1,13%"
"07.09.2001","4,788","4,788","4,788","4,788","-1,70%"
"06.09.2001","4,871","4,871","4,871","4,871","-1,85%"
"05.09.2001","4,963","4,963","4,963","4,963","0,10%"
"04.09.2001","4,958","4,958","4,958","4,958","2,44%"
"31.08.2001","4,840","4,840","4,840","4,840","0,58%"
"30.08.2001","4,812","4,812","4,812","4,812","0,97%"
"29.08.2001","4,766","4,766","4,766","4,766","-1,61%"
"28.08.2001","4,844","4,844","4,844","4,844","-1,70%"
"27.08.2001","4,928","4,928","4,928","4,928","0,00%"
"24.08.2001","4,928","4,928","4,928","4,928","0,90%"
"23.08.2001","4,884","4,884","4,884","4,884","-0,37%"
"22.08.2001","4,902","4,902","4,902","4,902","0,66%"
"21.08.2001","4,870","4,870","4,870","4,870","-0,79%"
"20.08.2001","4,909","4,909","4,909","4,909","1,40%"
"17.08.2001","4,841","4,841","4,841","4,841","-2,02%"
"16.08.2001","4,941","4,941","4,941","4,941","-1,26%"
"15.08.2001","5,004","5,004","5,004","5,004","0,64%"
"14.08.2001","4,972","4,972","4,972","4,972","0,00%"
"13.08.2001","4,972","4,972","4,972","4,972","-0,24%"
"10.08.2001","4,984","4,984","4,984","4,984","-1,01%"
"09.08.2001","5,035","5,035","5,035","5,035","-0,30%"
"08.08.2001","5,050","5,050","5,050","5,050","-2,36%"
"07.08.2001","5,172","5,172","5,172","5,172","0,29%"
"06.08.2001","5,157","5,157","5,157","5,157","-0,14%"
"03.08.2001","5,164","5,164","5,164","5,164","0,35%"
"02.08.2001","5,146","5,146","5,146","5,146","1,46%"
"01.08.2001","5,072","5,072","5,072","5,072","0,34%"
"31.07.2001","5,055","5,055","5,055","5,055","-0,37%"
"30.07.2001","5,074","5,074","5,074","5,074","-0,43%"
"27.07.2001","5,096","5,096","5,096","5,096","-0,74%"
"26.07.2001","5,134","5,134","5,134","5,134","-1,04%"
"25.07.2001","5,188","5,188","5,188","5,188","1,45%"
"24.07.2001","5,114","5,114","5,114","5,114","0,20%"
"23.07.2001","5,104","5,104","5,104","5,104","-0,45%"
"20.07.2001","5,127","5,127","5,127","5,127","0,33%"
"19.07.2001","5,110","5,110","5,110","5,110","0,41%"
"18.07.2001","5,089","5,089","5,089","5,089","-2,30%"
"17.07.2001","5,209","5,209","5,209","5,209","0,70%"
"16.07.2001","5,173","5,173","5,173","5,173","-1,05%"
"13.07.2001","5,228","5,228","5,228","5,228","-0,29%"
"12.07.2001","5,243","5,243","5,243","5,243","-0,91%"
"11.07.2001","5,291","5,291","5,291","5,291","0,36%"
"10.07.2001","5,272","5,272","5,272","5,272","-1,14%"
"09.07.2001","5,333","5,333","5,333","5,333","-0,54%"
"06.07.2001","5,362","5,362","5,362","5,362","-0,78%"
"05.07.2001","5,404","5,404","5,404","5,404","0,45%"
"03.07.2001","5,380","5,380","5,380","5,380","1,03%"
"02.07.2001","5,325","5,325","5,325","5,325","-1,46%"
"29.06.2001","5,404","5,404","5,404","5,404","1,18%"
"28.06.2001","5,341","5,341","5,341","5,341","1,87%"
"27.06.2001","5,243","5,243","5,243","5,243","0,33%"
"26.06.2001","5,226","5,226","5,226","5,226","1,91%"
"25.06.2001","5,128","5,128","5,128","5,128","0,08%"
"22.06.2001","5,124","5,124","5,124","5,124","-1,04%"
"21.06.2001","5,178","5,178","5,178","5,178","-0,67%"
"20.06.2001","5,213","5,213","5,213","5,213","-0,53%"
"19.06.2001","5,241","5,241","5,241","5,241","-0,36%"
"18.06.2001","5,260","5,260","5,260","5,260","0,32%"
"15.06.2001","5,243","5,243","5,243","5,243","0,21%"
"14.06.2001","5,232","5,232","5,232","5,232","-0,72%"
"13.06.2001","5,270","5,270","5,270","5,270","0,36%"
"12.06.2001","5,251","5,251","5,251","5,251","-0,72%"
"11.06.2001","5,289","5,289","5,289","5,289","-1,45%"
"08.06.2001","5,367","5,367","5,367","5,367","0,81%"
"07.06.2001","5,324","5,324","5,324","5,324","1,16%"
"06.06.2001","5,263","5,263","5,263","5,263","-0,25%"
"05.06.2001","5,276","5,276","5,276","5,276","-1,25%"
"04.06.2001","5,343","5,343","5,343","5,343","-0,60%"
"01.06.2001","5,375","5,375","5,375","5,375","-0,19%"
"31.05.2001","5,385","5,385","5,385","5,385","-2,29%"
"30.05.2001","5,511","5,511","5,511","5,511","-0,20%"
"29.05.2001","5,522","5,522","5,522","5,522","0,36%"
"25.05.2001","5,502","5,502","5,502","5,502","0,13%"
"24.05.2001","5,495","5,495","5,495","5,495","1,89%"
"23.05.2001","5,393","5,393","5,393","5,393","-0,24%"
"22.05.2001","5,406","5,406","5,406","5,406","0,37%"
"21.05.2001","5,386","5,386","5,386","5,386","-0,28%"
"18.05.2001","5,401","5,401","5,401","5,401","-0,04%"
"17.05.2001","5,403","5,403","5,403","5,403","-0,97%"
"16.05.2001","5,456","5,456","5,456","5,456","-0,71%"
"15.05.2001","5,495","5,495","5,495","5,495","1,07%"
"14.05.2001","5,437","5,437","5,437","5,437","-0,11%"
"11.05.2001","5,443","5,443","5,443","5,443","2,83%"
"10.05.2001","5,293","5,293","5,293","5,293","2,38%"
"09.05.2001","5,170","5,170","5,170","5,170","-1,51%"
"08.05.2001","5,249","5,249","5,249","5,249","1,04%"
"07.05.2001","5,195","5,195","5,195","5,195","-0,27%"
"04.05.2001","5,209","5,209","5,209","5,209","-0,12%"
"03.05.2001","5,215","5,215","5,215","5,215","-1,42%"
"02.05.2001","5,290","5,290","5,290","5,290","0,04%"
"01.05.2001","5,288","5,288","5,288","5,288","-0,90%"
"30.04.2001","5,336","5,336","5,336","5,336","0,23%"
"27.04.2001","5,324","5,324","5,324","5,324","2,66%"
"26.04.2001","5,186","5,186","5,186","5,186","-1,37%"
"25.04.2001","5,258","5,258","5,258","5,258","0,82%"
"24.04.2001","5,215","5,215","5,215","5,215","0,70%"
"23.04.2001","5,179","5,179","5,179","5,179","-2,17%"
"20.04.2001","5,294","5,294","5,294","5,294","-0,11%"
"19.04.2001","5,300","5,300","5,300","5,300","3,03%"
"18.04.2001","5,144","5,144","5,144","5,144","-1,44%"
"17.04.2001","5,219","5,219","5,219","5,219","-0,70%"
"16.04.2001","5,256","5,256","5,256","5,256","1,53%"
"12.04.2001","5,177","5,177","5,177","5,177","0,99%"
"11.04.2001","5,126","5,126","5,126","5,126","0,85%"
"10.04.2001","5,083","5,083","5,083","5,083","3,15%"
"09.04.2001","4,928","4,928","4,928","4,928","0,78%"
"06.04.2001","4,890","4,890","4,890","4,890","-1,75%"
"05.04.2001","4,977","4,977","4,977","4,977","0,97%"
"04.04.2001","4,929","4,929","4,929","4,929","0,08%"
"03.04.2001","4,925","4,925","4,925","4,925","-0,97%"
"02.04.2001","4,973","4,973","4,973","4,973","1,18%"
"30.03.2001","4,915","4,915","4,915","4,915","-1,68%"
"29.03.2001","4,999","4,999","4,999","4,999","0,60%"
"28.03.2001","4,969","4,969","4,969","4,969","-0,80%"
"27.03.2001","5,009","5,009","5,009","5,009","2,88%"
"26.03.2001","4,869","4,869","4,869","4,869","1,16%"
"23.03.2001","4,813","4,813","4,813","4,813","1,37%"
"22.03.2001","4,748","4,748","4,748","4,748","-0,54%"
"21.03.2001","4,774","4,774","4,774","4,774","0,21%"
"20.03.2001","4,764","4,764","4,764","4,764","-1,02%"
"19.03.2001","4,813","4,813","4,813","4,813","0,94%"
"16.03.2001","4,768","4,768","4,768","4,768","-0,58%"
"15.03.2001","4,796","4,796","4,796","4,796","-0,70%"
"14.03.2001","4,830","4,830","4,830","4,830","-2,13%"
"13.03.2001","4,935","4,935","4,935","4,935","0,78%"
"12.03.2001","4,897","4,897","4,897","4,897","-0,85%"
"09.03.2001","4,939","4,939","4,939","4,939","0,69%"
"08.03.2001","4,905","4,905","4,905","4,905","0,08%"
"07.03.2001","4,901","4,901","4,901","4,901","-1,45%"
"06.03.2001","4,973","4,973","4,973","4,973","-0,10%"
"05.03.2001","4,978","4,978","4,978","4,978","0,65%"
"02.03.2001","4,946","4,946","4,946","4,946","1,27%"
"01.03.2001","4,884","4,884","4,884","4,884","-0,41%"
"28.02.2001","4,904","4,904","4,904","4,904","-1,05%"
"27.02.2001","4,956","4,956","4,956","4,956","-1,67%"
"26.02.2001","5,040","5,040","5,040","5,040","-1,20%"
"23.02.2001","5,101","5,101","5,101","5,101","-1,11%"
"22.02.2001","5,158","5,158","5,158","5,158","0,41%"
"21.02.2001","5,137","5,137","5,137","5,137","0,59%"
"20.02.2001","5,107","5,107","5,107","5,107","-0,08%"
"16.02.2001","5,111","5,111","5,111","5,111","-1,18%"
"15.02.2001","5,172","5,172","5,172","5,172","0,29%"
"14.02.2001","5,157","5,157","5,157","5,157","1,80%"
"13.02.2001","5,066","5,066","5,066","5,066","0,24%"
"12.02.2001","5,054","5,054","5,054","5,054","0,44%"
"09.02.2001","5,032","5,032","5,032","5,032","-1,12%"
"08.02.2001","5,089","5,089","5,089","5,089","-2,38%"
"07.02.2001","5,213","5,213","5,213","5,213","0,54%"
"06.02.2001","5,185","5,185","5,185","5,185","0,27%"
"05.02.2001","5,171","5,171","5,171","5,171","0,23%"
"02.02.2001","5,159","5,159","5,159","5,159","1,40%"
"01.02.2001","5,088","5,088","5,088","5,088","-0,47%"
"31.01.2001","5,112","5,112","5,112","5,112","-2,27%"
"30.01.2001","5,231","5,231","5,231","5,231","-1,58%"
"29.01.2001","5,315","5,315","5,315","5,315","0,93%"
"26.01.2001","5,266","5,266","5,266","5,266","0,30%"
"25.01.2001","5,250","5,250","5,250","5,250","-1,07%"
"24.01.2001","5,307","5,307","5,307","5,307","0,38%"
"23.01.2001","5,287","5,287","5,287","5,287","1,15%"
"22.01.2001","5,227","5,227","5,227","5,227","1,10%"
"19.01.2001","5,170","5,170","5,170","5,170","1,06%"
"18.01.2001","5,116","5,116","5,116","5,116","-1,18%"
"17.01.2001","5,177","5,177","5,177","5,177","-1,09%"
"16.01.2001","5,234","5,234","5,234","5,234","-0,40%"
"12.01.2001","5,255","5,255","5,255","5,255","2,80%"
"11.01.2001","5,112","5,112","5,112","5,112","0,24%"
"10.01.2001","5,100","5,100","5,100","5,100","2,08%"
"09.01.2001","4,996","4,996","4,996","4,996","0,81%"
"08.01.2001","4,956","4,956","4,956","4,956","0,55%"
"05.01.2001","4,929","4,929","4,929","4,929","-2,26%"
"04.01.2001","5,043","5,043","5,043","5,043","-2,15%"
"03.01.2001","5,154","5,154","5,154","5,154","4,73%"
"02.01.2001","4,921","4,921","4,921","4,921","-3,74%"
"29.12.2000","5,112","5,112","5,112","5,112","-0,23%"
"28.12.2000","5,124","5,124","5,124","5,124","0,31%"
"27.12.2000","5,108","5,108","5,108","5,108","1,03%"
"26.12.2000","5,056","5,056","5,056","5,056","0,84%"
"22.12.2000","5,014","5,014","5,014","5,014","-0,54%"
"21.12.2000","5,041","5,041","5,041","5,041","-0,04%"
"20.12.2000","5,043","5,043","5,043","5,043","-2,87%"
"19.12.2000","5,192","5,192","5,192","5,192","0,35%"
"18.12.2000","5,174","5,174","5,174","5,174","-0,12%"
"15.12.2000","5,180","5,180","5,180","5,180","-0,71%"
"14.12.2000","5,217","5,217","5,217","5,217","-0,82%"
"13.12.2000","5,260","5,260","5,260","5,260","-1,72%"
"12.12.2000","5,352","5,352","5,352","5,352","-0,19%"
"11.12.2000","5,362","5,362","5,362","5,362","1,19%"
"08.12.2000","5,299","5,299","5,299","5,299","-0,19%"
"07.12.2000","5,309","5,309","5,309","5,309","-0,28%"
"06.12.2000","5,324","5,324","5,324","5,324","-1,92%"
"05.12.2000","5,428","5,428","5,428","5,428","-2,29%"
"04.12.2000","5,555","5,555","5,555","5,555","0,67%"
"01.12.2000","5,518","5,518","5,518","5,518","0,73%"
"30.11.2000","5,478","5,478","5,478","5,478","-0,94%"
"29.11.2000","5,530","5,530","5,530","5,530","-1,02%"
"28.11.2000","5,587","5,587","5,587","5,587","-0,69%"
"27.11.2000","5,626","5,626","5,626","5,626","-0,20%"
"24.11.2000","5,637","5,637","5,637","5,637","0,07%"
"22.11.2000","5,633","5,633","5,633","5,633","-0,55%"
"21.11.2000","5,664","5,664","5,664","5,664","-0,16%"
"20.11.2000","5,673","5,673","5,673","5,673","-0,58%"
"17.11.2000","5,706","5,706","5,706","5,706","0,71%"
"16.11.2000","5,666","5,666","5,666","5,666","-0,86%"
"15.11.2000","5,715","5,715","5,715","5,715","-0,92%"
"14.11.2000","5,768","5,768","5,768","5,768","-0,03%"
"13.11.2000","5,770","5,770","5,770","5,770","-0,47%"
"10.11.2000","5,797","5,797","5,797","5,797","-0,19%"
"09.11.2000","5,808","5,808","5,808","5,808","-0,87%"
"08.11.2000","5,859","5,859","5,859","5,859","-0,14%"
"07.11.2000","5,867","5,867","5,867","5,867","0,39%"
"06.11.2000","5,844","5,844","5,844","5,844","0,29%"
"03.11.2000","5,827","5,827","5,827","5,827","1,48%"
"02.11.2000","5,742","5,742","5,742","5,742","-0,03%"
"01.11.2000","5,744","5,744","5,744","5,744","-0,30%"
"31.10.2000","5,761","5,761","5,761","5,761","0,44%"
"30.10.2000","5,736","5,736","5,736","5,736","0,14%"
"27.10.2000","5,728","5,728","5,728","5,728","0,63%"
"26.10.2000","5,692","5,692","5,692","5,692","0,04%"
"25.10.2000","5,690","5,690","5,690","5,690","1,12%"
"24.10.2000","5,627","5,627","5,627","5,627","0,59%"
"23.10.2000","5,594","5,594","5,594","5,594","-0,78%"
"20.10.2000","5,638","5,638","5,638","5,638","-0,34%"
"19.10.2000","5,657","5,657","5,657","5,657","-0,65%"
"18.10.2000","5,694","5,694","5,694","5,694","0,25%"
"17.10.2000","5,680","5,680","5,680","5,680","-0,98%"
"16.10.2000","5,736","5,736","5,736","5,736","0,07%"
"13.10.2000","5,732","5,732","5,732","5,732","0,14%"
"12.10.2000","5,724","5,724","5,724","5,724","-0,90%"
"11.10.2000","5,776","5,776","5,776","5,776","-0,36%"
"10.10.2000","5,797","5,797","5,797","5,797","-0,41%"
"09.10.2000","5,821","5,821","5,821","5,821","0,00%"
"06.10.2000","5,821","5,821","5,821","5,821","-0,60%"
"05.10.2000","5,856","5,856","5,856","5,856","-0,66%"
"04.10.2000","5,895","5,895","5,895","5,895","0,58%"
"03.10.2000","5,861","5,861","5,861","5,861","0,51%"
"02.10.2000","5,831","5,831","5,831","5,831","0,40%"
"29.09.2000","5,808","5,808","5,808","5,808","-0,29%"
"28.09.2000","5,825","5,825","5,825","5,825","0,03%"
"27.09.2000","5,823","5,823","5,823","5,823","0,33%"
"26.09.2000","5,804","5,804","5,804","5,804","-0,75%"
"25.09.2000","5,848","5,848","5,848","5,848","0,00%"
"22.09.2000","5,848","5,848","5,848","5,848","-0,03%"
"21.09.2000","5,850","5,850","5,850","5,850","-0,93%"
"20.09.2000","5,905","5,905","5,905","5,905","0,80%"
"19.09.2000","5,858","5,858","5,858","5,858","-0,22%"
"18.09.2000","5,871","5,871","5,871","5,871","0,58%"
"15.09.2000","5,837","5,837","5,837","5,837","0,76%"
"14.09.2000","5,793","5,793","5,793","5,793","1,08%"
"13.09.2000","5,731","5,731","5,731","5,731","-0,83%"
"12.09.2000","5,779","5,779","5,779","5,779","0,03%"
"11.09.2000","5,777","5,777","5,777","5,777","0,70%"
"08.09.2000","5,737","5,737","5,737","5,737","-0,30%"
"07.09.2000","5,754","5,754","5,754","5,754","0,44%"
"06.09.2000","5,729","5,729","5,729","5,729","0,70%"
"05.09.2000","5,689","5,689","5,689","5,689","0,07%"
"01.09.2000","5,685","5,685","5,685","5,685","-0,77%"
"31.08.2000","5,729","5,729","5,729","5,729","-1,14%"
"30.08.2000","5,795","5,795","5,795","5,795","-0,33%"
"29.08.2000","5,814","5,814","5,814","5,814","0,73%"
"28.08.2000","5,772","5,772","5,772","5,772","0,68%"
"25.08.2000","5,733","5,733","5,733","5,733","0,21%"
"24.08.2000","5,721","5,721","5,721","5,721","-0,14%"
"23.08.2000","5,729","5,729","5,729","5,729","-0,87%"
"22.08.2000","5,779","5,779","5,779","5,779","-0,14%"
"21.08.2000","5,787","5,787","5,787","5,787","0,17%"
"18.08.2000","5,777","5,777","5,777","5,777","-0,76%"
"17.08.2000","5,821","5,821","5,821","5,821","-0,29%"
"16.08.2000","5,838","5,838","5,838","5,838","0,62%"
"15.08.2000","5,802","5,802","5,802","5,802","0,50%"
"14.08.2000","5,773","5,773","5,773","5,773","-0,31%"
"11.08.2000","5,791","5,791","5,791","5,791","0,47%"
"10.08.2000","5,764","5,764","5,764","5,764","-2,64%"
"09.08.2000","5,920","5,920","5,920","5,920","-0,03%"
"08.08.2000","5,922","5,922","5,922","5,922","-0,69%"
"07.08.2000","5,963","5,963","5,963","5,963","0,98%"
"04.08.2000","5,905","5,905","5,905","5,905","-0,87%"
"03.08.2000","5,957","5,957","5,957","5,957","-0,35%"
"02.08.2000","5,978","5,978","5,978","5,978","-0,22%"
"01.08.2000","5,991","5,991","5,991","5,991","-0,81%"
"31.07.2000","6,040","6,040","6,040","6,040","0,07%"
"28.07.2000","6,036","6,036","6,036","6,036","0,53%"
"27.07.2000","6,004","6,004","6,004","6,004","-0,40%"
"26.07.2000","6,028","6,028","6,028","6,028","-0,07%"
"25.07.2000","6,032","6,032","6,032","6,032","0,02%"
"24.07.2000","6,031","6,031","6,031","6,031","0,55%"
"21.07.2000","5,998","5,998","5,998","5,998","-0,25%"
"20.07.2000","6,013","6,013","6,013","6,013","-2,47%"
"19.07.2000","6,165","6,165","6,165","6,165","0,31%"
